mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_max_samples,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.1134824275970459,0.004768467576491172,0.007671499252319336,0.004266534729751038,10,0.9,0.8,0.01,"{'max_depth': 10, 'max_features': 0.9, 'max_samples': 0.8, 'min_samples_split': 0.01}",0.9350180505415162,0.9638989169675091,0.9528985507246377,0.9710144927536232,0.9601449275362319,0.9565949877047035,0.012272729484764912,14
0.11457338333129882,0.005394233448792466,0.004750633239746093,0.002428017616548977,10,0.7,1.0,0.01,"{'max_depth': 10, 'max_features': 0.7, 'max_samples': 1.0, 'min_samples_split': 0.01}",0.9350180505415162,0.9711191335740073,0.9492753623188406,0.9710144927536232,0.9565217391304348,0.9565897556636843,0.013696855848730403,15
0.11409111022949218,0.00524651261812756,0.003158426284790039,0.0026228472493153437,10,1.0,0.7,0.01,"{'max_depth': 10, 'max_features': 1.0, 'max_samples': 0.7, 'min_samples_split': 0.01}",0.9314079422382672,0.9602888086642599,0.9601449275362319,0.9637681159420289,0.9601449275362319,0.9551509443834039,0.01195209756791418,16
0.11798338890075684,0.008434722433244123,0.004100179672241211,0.002107147942784379,7,1.0,0.7,0.01,"{'max_depth': 7, 'max_features': 1.0, 'max_samples': 0.7, 'min_samples_split': 0.01}",0.9314079422382672,0.9458483754512635,0.9565217391304348,0.9601449275362319,0.9565217391304348,0.9500889446973264,0.010496158913618396,17
0.11724462509155273,0.009112598722675246,0.005927276611328125,0.005203282047284215,7,1.0,0.9,0.01,"{'max_depth': 7, 'max_features': 1.0, 'max_samples': 0.9, 'min_samples_split': 0.01}",0.927797833935018,0.9422382671480144,0.9565217391304348,0.9637681159420289,0.9565217391304348,0.9493695390571861,0.012851618178304255,18
0.11388473510742188,0.007123593463633603,0.005555486679077149,0.004296198865351077,7,0.8,0.9,0.01,"{'max_depth': 7, 'max_features': 0.8, 'max_samples': 0.9, 'min_samples_split': 0.01}",0.9350180505415162,0.9530685920577617,0.9565217391304348,0.9565217391304348,0.9420289855072463,0.9486318212734787,0.008638503762452999,19
0.1130892276763916,0.007085595902274925,0.008395242691040038,0.005065199518909735,7,1.0,0.8,0.01,"{'max_depth': 7, 'max_features': 1.0, 'max_samples': 0.8, 'min_samples_split': 0.01}",0.927797833935018,0.9422382671480144,0.9565217391304348,0.9601449275362319,0.9492753623188406,0.9471956260137079,0.01148769640387027,20
0.11586804389953613,0.005359667411024755,0.004079675674438477,0.0026689105465668526,7,0.9,0.8,0.01,"{'max_depth': 7, 'max_features': 0.9, 'max_samples': 0.8, 'min_samples_split': 0.01}",0.927797833935018,0.9494584837545126,0.9456521739130435,0.9637681159420289,0.9456521739130435,0.9464657562915292,0.011472952757026686,21
0.12045159339904785,0.004381705309898293,0.003481769561767578,0.0020150888184630334,7,0.8,1.0,0.01,"{'max_depth': 7, 'max_features': 0.8, 'max_samples': 1.0, 'min_samples_split': 0.01}",0.924187725631769,0.9422382671480144,0.9565217391304348,0.9565217391304348,0.9492753623188406,0.9457489666718987,0.012014598166257032,22
0.1176614761352539,0.00692226588497079,0.006132364273071289,0.005081005073845876,7,0.9,1.0,0.01,"{'max_depth': 7, 'max_features': 0.9, 'max_samples': 1.0, 'min_samples_split': 0.01}",0.927797833935018,0.9422382671480144,0.9492753623188406,0.9601449275362319,0.9492753623188406,0.9457463506513891,0.010645964166680717,23
